Provinsi,Kab/Kota,Tipe,Kecamatan,Kode Wilayah
Banten,Tangerang,Kota,Neglasari,367110
Banten,Tangerang,Kota,Periuk,367108
Banten,Tangerang,Kota,Pinang (Penang),367111
Banten,Tangerang,Kota,Tangerang,367101
Banten,Tangerang,Kab.,Balaraja,360301
Banten,Tangerang,Kab.,Cikupa,360318
Banten,Tangerang,Kab.,Cisauk,360323
Banten,Tangerang,Kab.,Cisoka,360305
Banten,Tangerang,Kab.,Curug,360317
Banten,Tangerang,Kab.,Gunung Kaler,360332
Banten,Tangerang,Kab.,Jambe,360304
Banten,Tangerang,Kab.,Jayanti,360302
Banten,Tangerang,Kab.,Kelapa Dua,360328
Banten,Tangerang,Kab.,Kemiri,360309
Banten,Tangerang,Kab.,Kosambi,360314
Banten,Tangerang,Kab.,Kresek,360306
Banten,Tangerang,Kab.,Kronjo,360307
Banten,Tangerang,Kab.,Legok,360320
Banten,Tangerang,Kab.,Mauk,360308
Banten,Tangerang,Kab.,Mekar Baru,360333
Banten,Tangerang,Kab.,Pagedangan,360322
Banten,Tangerang,Kab.,Pakuhaji,360315
Banten,Tangerang,Kab.,Panongan,360319
Banten,Tangerang,Kab.,Pasar Kemis,360312
Banten,Tangerang,Kab.,Rajeg,360311
Banten,Tangerang,Kab.,Sepatan,360316
Banten,Tangerang,Kab.,Sepatan Timur,360330
Banten,Tangerang,Kab.,Sindang Jaya,360329
Banten,Tangerang,Kab.,Solear,360331
Banten,Tangerang,Kab.,Sukadiri,360310
Banten,Tangerang,Kab.,Sukamulya,360327
Banten,Tangerang,Kab.,Teluknaga,360313
Banten,Tangerang,Kab.,Tigaraksa,360303
Banten,Tangerang Selatan,Kota,Ciputat,367404
Banten,Tangerang Selatan,Kota,Ciputat Timur,367405
Banten,Tangerang Selatan,Kota,Pamulang,367406
Banten,Tangerang Selatan,Kota,Pondok Aren,367403
Banten,Tangerang Selatan,Kota,Serpong,367401
Banten,Tangerang Selatan,Kota,Serpong Utara,367402
Banten,Tangerang Selatan,Kota,Setu,367407
Bengkulu,Bengkulu,Kota,Gading Cempaka,177102
Bengkulu,Bengkulu,Kota,Kampung Melayu,177105
Bengkulu,Bengkulu,Kota,Muara Bangka Hulu,177104
Bengkulu,Bengkulu,Kota,Ratu Agung,177106
Bengkulu,Bengkulu,Kota,Ratu Samban,177107
Bengkulu,Bengkulu,Kota,Selebar,177101
Bengkulu,Bengkulu,Kota,Singaran Pati,177109
Bengkulu,Bengkulu,Kota,Sungai Serut,177108
Bengkulu,Bengkulu,Kota,Teluk Segara,177103
Bengkulu,Bengkulu Selatan,Kab.,Air Nipis,170108
Bengkulu,Bengkulu Selatan,Kab.,Bunga Mas,170110
Bengkulu,Bengkulu Selatan,Kab.,Kedurang,170101
Bengkulu,Bengkulu Selatan,Kab.,Kedurang Ilir,170107
Bengkulu,Bengkulu Selatan,Kab.,Kota Manna,170105
Bengkulu,Bengkulu Selatan,Kab.,Manna,170104
Bengkulu,Bengkulu Selatan,Kab.,Pasar Manna,170111
Bengkulu,Bengkulu Selatan,Kab.,Pino,170103
Bengkulu,Bengkulu Selatan,Kab.,Pino Raya (Pinoraya),170106
Bengkulu,Bengkulu Selatan,Kab.,Seginim,170102
Bengkulu,Bengkulu Selatan,Kab.,Ulu Manna,170109
Bengkulu,Bengkulu Tengah,Kab.,Bang Haji,170910
Bengkulu,Bengkulu Tengah,Kab.,Karang Tinggi,170901
Bengkulu,Bengkulu Tengah,Kab.,Merigi Kelindang,170907
Bengkulu,Bengkulu Tengah,Kab.,Merigi Sakti,170908
Bengkulu,Bengkulu Tengah,Kab.,Pagar Jati,170905
Bengkulu,Bengkulu Tengah,Kab.,Pematang Tiga,170904
Bengkulu,Bengkulu Tengah,Kab.,Pondok Kelapa,170903
Bengkulu,Bengkulu Tengah,Kab.,Pondok Kubang,170909
Bengkulu,Bengkulu Tengah,Kab.,Semidang Lagan,170911
Bengkulu,Bengkulu Tengah,Kab.,Taba Penanjung,170906
Bengkulu,Bengkulu Tengah,Kab.,Talang Empat,170902
Bengkulu,Bengkulu Utara,Kab.,Air Besi,170315
Bengkulu,Bengkulu Utara,Kab.,Air Napal,170316
Bengkulu,Bengkulu Utara,Kab.,Air Padang,170320
Bengkulu,Bengkulu Utara,Kab.,Arma Jaya,170321
Bengkulu,Bengkulu Utara,Kab.,Batik Nau,170311
Bengkulu,Bengkulu Utara,Kab.,Enggano,170301
Bengkulu,Bengkulu Utara,Kab.,Giri Mulia (Giri Mulya),170308
Bengkulu,Bengkulu Utara,Kab.,Hulu Palik,170319
Bengkulu,Bengkulu Utara,Kab.,Kerkap,170306
Bengkulu,Bengkulu Utara,Kab.,Ketahun,170312
Bengkulu,Bengkulu Utara,Kab.,Kota Arga Makmur,170307
Bengkulu,Bengkulu Utara,Kab.,Lais,170310
Bengkulu,Bengkulu Utara,Kab.,Marga Sakti Sebelat (Marga Sakti),170325
Bengkulu,Bengkulu Utara,Kab.,Napal Putih,170313
Bengkulu,Bengkulu Utara,Kab.,Padang Jaya,170309
Bengkulu,Bengkulu Utara,Kab.,Pinang Raya,170324
Bengkulu,Bengkulu Utara,Kab.,Putri Hijau,170314
Bengkulu,Bengkulu Utara,Kab.,Tanjung Agung Palik,170322
Bengkulu,Bengkulu Utara,Kab.,Ulok Kupai,170323
Bengkulu,Kaur,Kab.,Kaur Selatan,170405
Bengkulu,Kaur,Kab.,Kaur Tengah,170404
Bengkulu,Kaur,Kab.,Kaur Utara,170403
Bengkulu,Kaur,Kab.,Kelam Tengah,170409
Bengkulu,Kaur,Kab.,Kinal,170401
Bengkulu,Kaur,Kab.,Luas,170410
Bengkulu,Kaur,Kab.,Lungkang Kule,170413
Bengkulu,Kaur,Kab.,Maje,170406
Bengkulu,Kaur,Kab.,Muara Sahung,170411
Bengkulu,Kaur,Kab.,Nasal,170407
Bengkulu,Kaur,Kab.,Padang Guci Hilir,170414
Bengkulu,Kaur,Kab.,Padang Guci Hulu,170415
Bengkulu,Kaur,Kab.,Semidang Gumay / Gumai,170408
Bengkulu,Kaur,Kab.,Tanjung Kemuning,170402
Bengkulu,Kaur,Kab.,Tetap (Muara Tetap),170412
Bengkulu,Kepahiang,Kab.,Bermani Ilir,170801
Bengkulu,Kepahiang,Kab.,Kebawetan,170806
Bengkulu,Kepahiang,Kab.,Kepahiang,170804
Bengkulu,Kepahiang,Kab.,Merigi,170805
Bengkulu,Kepahiang,Kab.,Muara Kemumu,170808
Bengkulu,Kepahiang,Kab.,Seberang Musi,170807
Bengkulu,Kepahiang,Kab.,Tebat Karai,170803
Bengkulu,Kepahiang,Kab.,Ujan Mas,170802
Bengkulu,Lebong,Kab.,Amen,170710
Bengkulu,Lebong,Kab.,Bingin Kuning,170707
Bengkulu,Lebong,Kab.,Lebong Atas,170702
Bengkulu,Lebong,Kab.,Lebong Sakti,170708
Bengkulu,Lebong,Kab.,Lebong Selatan,170704
Bengkulu,Lebong,Kab.,Lebong Tengah,170703
Bengkulu,Lebong,Kab.,Lebong Utara,170701
Bengkulu,Lebong,Kab.,Pinang Belapis,170712
Bengkulu,Lebong,Kab.,Rimbo Pengadang,170705
Bengkulu,Lebong,Kab.,Topos,170706
Bengkulu,Lebong,Kab.,Tubei (Pelabai),170709
Bengkulu,Lebong,Kab.,Uram Jaya,170711
Bengkulu,Muko Muko,Kab.,Air Dikit,170614
Bengkulu,Muko Muko,Kab.,Air Majunto,170613
Bengkulu,Muko Muko,Kab.,Air Rami,170607
Bengkulu,Muko Muko,Kab.,Ipuh (Muko Muko Selatan),170605
Bengkulu,Muko Muko,Kab.,Kota Mukomuko (Mukomuko Utara),170602
Bengkulu,Muko Muko,Kab.,Lubuk Pinang,170601
Bengkulu,Muko Muko,Kab.,Malin Deman,170606
Bengkulu,Muko Muko,Kab.,Penarik,170610
Bengkulu,Muko Muko,Kab.,Pondok Suguh,170604
Bengkulu,Muko Muko,Kab.,Selagan Raya,170609
Bengkulu,Muko Muko,Kab.,Sungai Rumbai,170615
Bengkulu,Muko Muko,Kab.,Teramang Jaya,170608
Bengkulu,Muko Muko,Kab.,Teras Terunjam,170603
Bengkulu,Muko Muko,Kab.,V Koto,170612
Bengkulu,Muko Muko,Kab.,XIV Koto,170611
Bengkulu,Rejang Lebong,Kab.,Bermani Ulu,170210
Bengkulu,Rejang Lebong,Kab.,Bermani Ulu Raya,170224
Bengkulu,Rejang Lebong,Kab.,Binduriang,170220
Bengkulu,Rejang Lebong,Kab.,Curup,170209
Bengkulu,Rejang Lebong,Kab.,Curup Selatan,170218
Bengkulu,Rejang Lebong,Kab.,Curup Tengah,170219
Bengkulu,Rejang Lebong,Kab.,Curup Timur,170217
Bengkulu,Rejang Lebong,Kab.,Curup Utara,170216
Bengkulu,Rejang Lebong,Kab.,Kota Padang,170206
Bengkulu,Rejang Lebong,Kab.,Padang Ulak Tanding,170207
Bengkulu,Rejang Lebong,Kab.,Selupu Rejang,170211
Bengkulu,Rejang Lebong,Kab.,Sindang Beliti Ilir,170223
Bengkulu,Rejang Lebong,Kab.,Sindang Beliti Ulu,170221
Bengkulu,Rejang Lebong,Kab.,Sindang Dataran (Sindang Daratan),170222
Bengkulu,Rejang Lebong,Kab.,Sindang Kelingi,170208
Bengkulu,Seluma,Kab.,Air Periukan,170506
Bengkulu,Seluma,Kab.,Ilir Talo,170514
Bengkulu,Seluma,Kab.,Lubuk Sandi,170507
Bengkulu,Seluma,Kab.,Seluma,170502
Bengkulu,Seluma,Kab.,Seluma Barat,170508
Bengkulu,Seluma,Kab.,Seluma Selatan,170511
Bengkulu,Seluma,Kab.,Seluma Timur,170509
Bengkulu,Seluma,Kab.,Seluma Utara,170510
Bengkulu,Seluma,Kab.,Semidang Alas,170504
Bengkulu,Seluma,Kab.,Semidang Alas Maras,170505
Bengkulu,Seluma,Kab.,Sukaraja,170501
Bengkulu,Seluma,Kab.,Talo,170503
Bengkulu,Seluma,Kab.,Talo Kecil,170512
Bengkulu,Seluma,Kab.,Ulu Talo,170513
DI Yogyakarta,Bantul,Kab.,Bambanglipuro (Bambang Lipuro),340205
DI Yogyakarta,Bantul,Kab.,Banguntapan,340212
DI Yogyakarta,Bantul,Kab.,Bantul,340208
DI Yogyakarta,Bantul,Kab.,Dlingo,340211
DI Yogyakarta,Bantul,Kab.,Imogiri,340210
DI Yogyakarta,Bantul,Kab.,Jetis,340209
DI Yogyakarta,Bantul,Kab.,Kasihan,340216
DI Yogyakarta,Bantul,Kab.,Kretek,340203
DI Yogyakarta,Bantul,Kab.,Pajangan,340207
DI Yogyakarta,Bantul,Kab.,Pandak,340206
DI Yogyakarta,Bantul,Kab.,Piyungan,340214
DI Yogyakarta,Bantul,Kab.,Pleret,340213
DI Yogyakarta,Bantul,Kab.,Pundong,340204
DI Yogyakarta,Bantul,Kab.,Sanden,340202
DI Yogyakarta,Bantul,Kab.,Sedayu,340217
DI Yogyakarta,Bantul,Kab.,Sewon,340215
DI Yogyakarta,Bantul,Kab.,Srandakan,340201
DI Yogyakarta,Gunungkidul,Kab.,Gedangsari (Gedang Sari),340314
DI Yogyakarta,Gunungkidul,Kab.,Girisubo,340316
DI Yogyakarta,Gunungkidul,Kab.,Karangmojo,340309
DI Yogyakarta,Gunungkidul,Kab.,Ngawen,340313
DI Yogyakarta,Gunungkidul,Kab.,Nglipar,340302
DI Yogyakarta,Gunungkidul,Kab.,Paliyan,340305
DI Yogyakarta,Gunungkidul,Kab.,Panggang,340306
DI Yogyakarta,Gunungkidul,Kab.,Patuk,340304
DI Yogyakarta,Gunungkidul,Kab.,Playen,340303
DI Yogyakarta,Gunungkidul,Kab.,Ponjong,340310
DI Yogyakarta,Gunungkidul,Kab.,Purwosari,340318
DI Yogyakarta,Gunungkidul,Kab.,Rongkop,340311
DI Yogyakarta,Gunungkidul,Kab.,Saptosari (Sapto Sari),340315
DI Yogyakarta,Gunungkidul,Kab.,Semanu,340308
DI Yogyakarta,Gunungkidul,Kab.,Semin,340312
DI Yogyakarta,Gunungkidul,Kab.,Tanjungsari,340317
DI Yogyakarta,Gunungkidul,Kab.,Tepus,340307
DI Yogyakarta,Gunungkidul,Kab.,Wonosari,340301
DI Yogyakarta,Kulon Progo,Kab.,Galur,340104
DI Yogyakarta,Kulon Progo,Kab.,Girimulyo,340109
DI Yogyakarta,Kulon Progo,Kab.,Kalibawang,340112
DI Yogyakarta,Kulon Progo,Kab.,Kokap,340108
DI Yogyakarta,Kulon Progo,Kab.,Lendah,340105
DI Yogyakarta,Kulon Progo,Kab.,Nanggulan,340110
DI Yogyakarta,Kulon Progo,Kab.,Panjatan,340103
DI Yogyakarta,Kulon Progo,Kab.,Pengasih,340107
DI Yogyakarta,Kulon Progo,Kab.,Samigaluh,340111
DI Yogyakarta,Kulon Progo,Kab.,Sentolo,340106
DI Yogyakarta,Kulon Progo,Kab.,Temon,340101
DI Yogyakarta,Kulon Progo,Kab.,Wates,340102
DI Yogyakarta,Sleman,Kab.,Berbah,340408
DI Yogyakarta,Sleman,Kab.,Cangkringan,340417
DI Yogyakarta,Sleman,Kab.,Depok,340407
DI Yogyakarta,Sleman,Kab.,Gamping,340401
DI Yogyakarta,Sleman,Kab.,Godean,340402
DI Yogyakarta,Sleman,Kab.,Kalasan,340410
DI Yogyakarta,Sleman,Kab.,Minggir,340404
DI Yogyakarta,Sleman,Kab.,Mlati,340406
DI Yogyakarta,Sleman,Kab.,Moyudan,340403
DI Yogyakarta,Sleman,Kab.,Ngaglik,340412
DI Yogyakarta,Sleman,Kab.,Ngemplak,340411
DI Yogyakarta,Sleman,Kab.,Pakem,340416
DI Yogyakarta,Sleman,Kab.,Prambanan,340409
DI Yogyakarta,Sleman,Kab.,Seyegan,340405
DI Yogyakarta,Sleman,Kab.,Sleman,340413
DI Yogyakarta,Sleman,Kab.,Tempel,340414
DI Yogyakarta,Sleman,Kab.,Turi,340415
DI Yogyakarta,Yogyakarta,Kota,Danurejan,347104
DI Yogyakarta,Yogyakarta,Kota,Gedongtengen (Gedong Tengen),347105
DI Yogyakarta,Yogyakarta,Kota,Gondokusuman,347103
DI Yogyakarta,Yogyakarta,Kota,Gondomanan,347110
DI Yogyakarta,Yogyakarta,Kota,Jetis,347102
DI Yogyakarta,Yogyakarta,Kota,Kotagede,347114
DI Yogyakarta,Yogyakarta,Kota,Kraton,347109
DI Yogyakarta,Yogyakarta,Kota,Mantrijeron,347108
DI Yogyakarta,Yogyakarta,Kota,Mergangsan,347112
DI Yogyakarta,Yogyakarta,Kota,Ngampilan,347106
DI Yogyakarta,Yogyakarta,Kota,Pakualaman,347111
DI Yogyakarta,Yogyakarta,Kota,Tegalrejo,347101
DI Yogyakarta,Yogyakarta,Kota,Umbulharjo,347113
DI Yogyakarta,Yogyakarta,Kota,Wirobrajan,347107
DKI Jakarta,Jakarta Barat,Kota,Cengkareng,317301
DKI Jakarta,Jakarta Barat,Kota,Grogol Petamburan,317302
DKI Jakarta,Jakarta Barat,Kota,Kalideres,317306
DKI Jakarta,Jakarta Barat,Kota,Kebon Jeruk,317305
DKI Jakarta,Jakarta Barat,Kota,Kembangan,317308
DKI Jakarta,Jakarta Barat,Kota,Pal Merah (Palmerah),317307
DKI Jakarta,Jakarta Barat,Kota,Taman Sari,317303
DKI Jakarta,Jakarta Barat,Kota,Tambora,317304
DKI Jakarta,Jakarta Pusat,Kota,Cempaka Putih,317105
DKI Jakarta,Jakarta Pusat,Kota,Gambir,317101
DKI Jakarta,Jakarta Pusat,Kota,Johar Baru,317108
DKI Jakarta,Jakarta Pusat,Kota,Kemayoran,317103
DKI Jakarta,Jakarta Pusat,Kota,Menteng,317106
DKI Jakarta,Jakarta Pusat,Kota,Sawah Besar,317102
DKI Jakarta,Jakarta Pusat,Kota,Senen,317104
DKI Jakarta,Jakarta Pusat,Kota,Tanah Abang,317107
DKI Jakarta,Jakarta Selatan,Kota,Cilandak,317406
DKI Jakarta,Jakarta Selatan,Kota,Jagakarsa,317409
DKI Jakarta,Jakarta Selatan,Kota,Kebayoran Baru,317407
DKI Jakarta,Jakarta Selatan,Kota,Kebayoran Lama,317405
DKI Jakarta,Jakarta Selatan,Kota,Mampang Prapatan,317403
DKI Jakarta,Jakarta Selatan,Kota,Pancoran,317408
DKI Jakarta,Jakarta Selatan,Kota,Pasar Minggu,317404
DKI Jakarta,Jakarta Selatan,Kota,Pesanggrahan,317410
DKI Jakarta,Jakarta Selatan,Kota,Setiabudi (Setia Budi),317402
DKI Jakarta,Jakarta Selatan,Kota,Tebet,317401
DKI Jakarta,Jakarta Timur,Kota,Cakung,317506
DKI Jakarta,Jakarta Timur,Kota,Cipayung,317510
DKI Jakarta,Jakarta Timur,Kota,Ciracas,317509
DKI Jakarta,Jakarta Timur,Kota,Duren Sawit,317507
DKI Jakarta,Jakarta Timur,Kota,Jatinegara,317503
DKI Jakarta,Jakarta Timur,Kota,Kramatjati (Kramat Jati),317504
DKI Jakarta,Jakarta Timur,Kota,Makasar,317508
DKI Jakarta,Jakarta Timur,Kota,Matraman,317501
DKI Jakarta,Jakarta Timur,Kota,Pasar Rebo,317505
DKI Jakarta,Jakarta Timur,Kota,Pulogadung (Pulo Gadung),317502
DKI Jakarta,Jakarta Utara,Kota,Cilincing,317204
DKI Jakarta,Jakarta Utara,Kota,Kelapa Gading,317206
DKI Jakarta,Jakarta Utara,Kota,Koja,317203
DKI Jakarta,Jakarta Utara,Kota,Pademangan,317205
DKI Jakarta,Jakarta Utara,Kota,Penjaringan,317201
DKI Jakarta,Jakarta Utara,Kota,Tanjung Priok,317202
DKI Jakarta,Kepulauan Seribu,Kab.,Kepulauan Seribu Selatan,310102
DKI Jakarta,Kepulauan Seribu,Kab.,Kepulauan Seribu Utara,310101
Gorontalo,Boalemo,Kab.,Botumoito (Botumoita),750206
Gorontalo,Boalemo,Kab.,Dulupi,750203
Gorontalo,Boalemo,Kab.,Mananggu,750205
Gorontalo,Boalemo,Kab.,Paguyaman,750201
Gorontalo,Boalemo,Kab.,Paguyaman Pantai,750207
Gorontalo,Boalemo,Kab.,Tilamuta,750204
Gorontalo,Boalemo,Kab.,Wonosari,750202
Gorontalo,Bone Bolango,Kab.,Bone,750309
Gorontalo,Bone Bolango,Kab.,Bone Raya,750310
Gorontalo,Bone Bolango,Kab.,Bonepantai,750304
Gorontalo,Bone Bolango,Kab.,Botupingge (Botu Pingge),750307
Gorontalo,Bone Bolango,Kab.,Bulango Selatan,750315
Gorontalo,Bone Bolango,Kab.,Bulango Timur,750316
Gorontalo,Bone Bolango,Kab.,Bulango Ulu,750314
Gorontalo,Bone Bolango,Kab.,Bulango Utara,750305
Gorontalo,Bone Bolango,Kab.,Bulawa,750317
Gorontalo,Bone Bolango,Kab.,Kabila,750302
Gorontalo,Bone Bolango,Kab.,Kabila Bone,750308
Gorontalo,Bone Bolango,Kab.,Pinogu,750318
Gorontalo,Bone Bolango,Kab.,Suwawa,750303
Gorontalo,Bone Bolango,Kab.,Suwawa Selatan,750312
Gorontalo,Bone Bolango,Kab.,Suwawa Tengah,750313
Gorontalo,Bone Bolango,Kab.,Suwawa Timur,750311
Gorontalo,Bone Bolango,Kab.,Tapa,750301
Gorontalo,Bone Bolango,Kab.,Tilongkabila,750306
Gorontalo,Gorontalo,Kab.,Asparaga,750121
Gorontalo,Gorontalo,Kab.,Batudaa,750103
Gorontalo,Gorontalo,Kab.,Batudaa Pantai,750105
Gorontalo,Gorontalo,Kab.,Bilato,750123
Gorontalo,Gorontalo,Kab.,Biluhu,750120
Gorontalo,Gorontalo,Kab.,Boliyohuto (Boliohuto),750109
Gorontalo,Gorontalo,Kab.,Bongomeme,750111
Gorontalo,Gorontalo,Kab.,Dungaliyo,750124
Gorontalo,Gorontalo,Kab.,Limboto,750101
Gorontalo,Gorontalo,Kab.,Limboto Barat,750117
Gorontalo,Gorontalo,Kab.,Mootilango,750114
Gorontalo,Gorontalo,Kab.,Pulubala,750116
Gorontalo,Gorontalo,Kab.,Tabongo,750119
Gorontalo,Gorontalo,Kab.,Talaga Jaya (Telaga Jaya),750122
Gorontalo,Gorontalo,Kab.,Telaga,750102
Gorontalo,Gorontalo,Kab.,Telaga Biru,750110
Gorontalo,Gorontalo,Kab.,Tibawa,750104
Gorontalo,Gorontalo,Kab.,Tilango,750118
Gorontalo,Gorontalo,Kab.,Tolangohula,750113
Gorontalo,Gorontalo,Kota,Dumbo Raya,757108
Gorontalo,Gorontalo,Kota,Dungingi,757104
Gorontalo,Gorontalo,Kota,Hulonthalangi,757109
Gorontalo,Gorontalo,Kota,Kota Barat,757101
Gorontalo,Gorontalo,Kota,Kota Selatan,757102
Gorontalo,Gorontalo,Kota,Kota Tengah,757106
Gorontalo,Gorontalo,Kota,Kota Timur,757105
Gorontalo,Gorontalo,Kota,Kota Utara,757103
Gorontalo,Gorontalo,Kota,Sipatana,757107
Gorontalo,Gorontalo Utara,Kab.,Anggrek,750503
Gorontalo,Gorontalo Utara,Kab.,Atinggola,750501
Gorontalo,Gorontalo Utara,Kab.,Biau,750510
Gorontalo,Gorontalo Utara,Kab.,Gentuma Raya,750506
Gorontalo,Gorontalo Utara,Kab.,Kwandang,750502
Gorontalo,Gorontalo Utara,Kab.,Monano,750509
Gorontalo,Gorontalo Utara,Kab.,Ponelo Kepulauan,750508
Gorontalo,Gorontalo Utara,Kab.,Sumalata,750504
Gorontalo,Gorontalo Utara,Kab.,Sumalata Timur,750511
Gorontalo,Gorontalo Utara,Kab.,Tolinggula,750505
Gorontalo,Gorontalo Utara,Kab.,Tomilito (Tomolito),750507
Gorontalo,Pahuwato,Kab.,Buntulia,750409
Gorontalo,Pahuwato,Kab.,Dengilo,750408
Gorontalo,Pahuwato,Kab.,Duhiadaa,750410
Gorontalo,Pahuwato,Kab.,Lemito,750402
Gorontalo,Pahuwato,Kab.,Marisa,750404
Gorontalo,Pahuwato,Kab.,Paguat,750405
Gorontalo,Pahuwato,Kab.,Patilanggio,750406
Gorontalo,Pahuwato,Kab.,Popayato,750401
Gorontalo,Pahuwato,Kab.,Popayato Barat,750413
Gorontalo,Pahuwato,Kab.,Popayato Timur,750412
Gorontalo,Pahuwato,Kab.,Randangan,750403
Gorontalo,Pahuwato,Kab.,Taluditi (Taluduti),750407
Gorontalo,Pahuwato,Kab.,Wanggarasi,750411
Jambi,Batanghari,Kab.,Bajubang,150407
Jambi,Batanghari,Kab.,Batin XXIV,150404
Jambi,Batanghari,Kab.,Maro Sebo Ilir,150408
Jambi,Batanghari,Kab.,Maro Sebo Ulu,150406
Jambi,Batanghari,Kab.,Mersam,150401
Jambi,Batanghari,Kab.,Muara Bulian,150403
Jambi,Batanghari,Kab.,Muara Tembesi,150402
Jambi,Batanghari,Kab.,Pemayung,150405
Jambi,Bungo,Kab.,Bathin II Pelayang,150815
Jambi,Bungo,Kab.,Bathin III,150811
Jambi,Bungo,Kab.,Bathin III Ulu,150814
Jambi,Bungo,Kab.,Batin II Babeko (Bathin),150810
Jambi,Bungo,Kab.,Bungo Dani,150812
Jambi,Bungo,Kab.,Jujuhan,150804
Jambi,Bungo,Kab.,Jujuhan Ilir,150816
Jambi,Bungo,Kab.,Limbur Lubuk Mengkuang,150807
Jambi,Bungo,Kab.,Muko-muko Bathin VII,150808
Jambi,Bungo,Kab.,Pasar Muaro Bungo (Pasar Muara Bungo),150803
Jambi,Bungo,Kab.,Pelepat,150806
Jambi,Bungo,Kab.,Pelepat Ilir,150809
Jambi,Bungo,Kab.,Rantau Pandan,150802
Jambi,Bungo,Kab.,Rimbo Tengah,150813
Jambi,Bungo,Kab.,Tanah Sepenggal,150805
Jambi,Bungo,Kab.,Tanah Sepenggal Lintas,150817
Jambi,Bungo,Kab.,Tanah Tumbuh,150801
Jambi,Jambi,Kota,Alam Barajo,157109
Jambi,Jambi,Kota,Danau Sipin,157110
Jambi,Jambi,Kota,Danau Teluk,157106
Jambi,Jambi,Kota,Jambi Selatan,157102
Jambi,Jambi,Kota,Jambi Timur,157103
Jambi,Jambi,Kota,Jelutung,157108
Jambi,Jambi,Kota,Kota Baru,157107
Jambi,Jambi,Kota,Paal Merah,157111
Jambi,Jambi,Kota,Pasar Jambi,157104
Jambi,Jambi,Kota,Pelayangan,157105
Jambi,Jambi,Kota,Telanaipura,157101
Jambi,Kerinci,Kab.,Air Hangat,150105
Jambi,Kerinci,Kab.,Air Hangat Barat,150121
Jambi,Kerinci,Kab.,Air Hangat Timur,150111
Jambi,Kerinci,Kab.,Batang Merangin,150107
Jambi,Kerinci,Kab.,Bukitkerman,150120
Jambi,Kerinci,Kab.,Danau Kerinci,150102
Jambi,Kerinci,Kab.,Danau Kerinci Barat,150123
Jambi,Kerinci,Kab.,Depati Tujuh,150117
Jambi,Kerinci,Kab.,Gunung Kerinci,150106
Jambi,Kerinci,Kab.,Gunung Raya,150101
Jambi,Kerinci,Kab.,Gunung Tujuh,150115
Jambi,Kerinci,Kab.,Kayu Aro,150109
Jambi,Kerinci,Kab.,Kayu Aro Barat,150119
Jambi,Kerinci,Kab.,Keliling Danau,150108
Jambi,Kerinci,Kab.,Sitinjau Laut,150104
Jambi,Kerinci,Kab.,Siulak,150116
Jambi,Kerinci,Kab.,Siulak Mukai,150118
Jambi,Kerinci,Kab.,Tanah Cogok,150122
Jambi,Merangin,Kab.,Bangko,150202
Jambi,Merangin,Kab.,Bangko Barat,150210
Jambi,Merangin,Kab.,Batang Masumai,150212
Jambi,Merangin,Kab.,Jangkat,150201
Jambi,Merangin,Kab.,Jangkat Timur (Sungai Tenang),150218
Jambi,Merangin,Kab.,Lembah Masurai,150209
Jambi,Merangin,Kab.,Margo Tabir,150221
Jambi,Merangin,Kab.,Muara Siau,150203
Jambi,Merangin,Kab.,Nalo Tantan (Nalo Tatan),150211
Jambi,Merangin,Kab.,Pamenang,150206
Jambi,Merangin,Kab.,Pamenang Barat,150213
Jambi,Merangin,Kab.,Pamenang Selatan,150220
Jambi,Merangin,Kab.,Pangkalan Jambu,150217
Jambi,Merangin,Kab.,Renah Pamenang (Renah Pemenang),150219
Jambi,Merangin,Kab.,Renah Pembarap,150216
Jambi,Merangin,Kab.,Sungai Manau,150204
Jambi,Merangin,Kab.,Tabir,150205
Jambi,Merangin,Kab.,Tabir Barat,150223
Jambi,Merangin,Kab.,Tabir Ilir,150214
Jambi,Merangin,Kab.,Tabir Lintas,150222
Jambi,Merangin,Kab.,Tabir Selatan,150208
Jambi,Merangin,Kab.,Tabir Timur,150215
Jambi,Merangin,Kab.,Tabir Ulu,150207
Jambi,Merangin,Kab.,Tiang Pumpung,150224
Jambi,Muaro Jambi,Kab.,Bahar Selatan,150510
Jambi,Muaro Jambi,Kab.,Bahar Utara,150509
Jambi,Muaro Jambi,Kab.,Jambi Luar Kota,150501
Jambi,Muaro Jambi,Kab.,Kumpeh,150503
Jambi,Muaro Jambi,Kab.,Kumpeh Ulu,150506
Jambi,Muaro Jambi,Kab.,Maro Sebo,150504
Jambi,Muaro Jambi,Kab.,Mestong,150505
Jambi,Muaro Jambi,Kab.,Sekernan,150502
Jambi,Muaro Jambi,Kab.,Sungai Bahar,150507
Jambi,Muaro Jambi,Kab.,Sungai Gelam,150508
Jambi,Muaro Jambi,Kab.,Taman Rajo,150511
Jambi,Sarolangun,Kab.,Air Hitam,150307
Jambi,Sarolangun,Kab.,Batang Asai,150301
Jambi,Sarolangun,Kab.,Bathin VIII (Batin VIII),150308
Jambi,Sarolangun,Kab.,Cermin Nan Gedang / Gadang,150310
Jambi,Sarolangun,Kab.,Limun,150302
Jambi,Sarolangun,Kab.,Mandiangin,150306
Jambi,Sarolangun,Kab.,Mandiangin Timur,150311
Jambi,Sarolangun,Kab.,Pauh,150304
Jambi,Sarolangun,Kab.,Pelawan,150305
